,date,prediction,articles_per_day
275,2021-01-01,-0.28549618320610687,398.0
276,2021-01-02,-0.30509596293845137,305.0
277,2021-01-03,-0.29312762973352036,433.0
278,2021-01-04,-0.3677872553938786,404.0
279,2021-01-05,-0.29056865464632453,582.0
280,2021-01-06,-0.21730314295370057,597.0
281,2021-01-07,-0.18645484949832775,485.0
282,2021-01-08,-0.19515151515151516,501.0
283,2021-01-09,-0.1858974358974359,379.0
284,2021-01-10,-0.2148997134670487,424.0
285,2021-01-11,-0.19427207637231503,423.0
286,2021-01-12,-0.17527221636810678,580.0
287,2021-01-13,-0.18377602297200288,565.0
288,2021-01-14,-0.20683517265930937,572.0
289,2021-01-15,-0.20767888307155322,582.0
290,2021-01-16,-0.21141649048625794,382.0
291,2021-01-17,-0.27088877062267164,381.0
292,2021-01-18,-0.17993311036789297,302.0
293,2021-01-19,-0.1858974358974359,443.0
294,2021-01-20,-0.09487283003633427,501.0
295,2021-01-21,-0.13408723747980614,502.0
296,2021-01-22,-0.16372447213568708,587.0
297,2021-01-23,-0.11859443631039532,418.0
298,2021-01-24,-0.14467697907188354,447.0
299,2021-01-25,-0.1616078753076292,494.0
300,2021-01-26,-0.104199066874028,654.0
301,2021-01-27,-0.17189384800965019,670.0
302,2021-01-28,-0.13074204946996468,691.0
303,2021-01-29,-0.17736289381563594,698.0
304,2021-01-30,-0.13020134228187918,454.0
305,2021-01-31,-0.20437636761487965,467.0
306,2021-02-01,-0.17270588235294118,434.0
307,2021-02-02,-0.18014291086874765,539.0
308,2021-02-03,-0.0624801776086267,641.0
309,2021-02-04,-0.06500160102465578,636.0
310,2021-02-05,-0.03231939163498099,641.0
311,2021-02-06,-0.10273224043715846,370.0
312,2021-02-07,-0.24067063277447268,377.0
313,2021-02-08,-0.17389033942558746,388.0
314,2021-02-09,-0.11875249900039984,507.0
315,2021-02-10,-0.06698895027624309,589.0
316,2021-02-11,-0.08647450110864745,548.0
317,2021-02-12,-0.05916515426497278,557.0
318,2021-02-13,-0.08555555555555555,363.0
319,2021-02-14,-0.13287585776668745,327.0
320,2021-02-15,-0.11435149654643131,262.0
321,2021-02-16,-0.10701754385964912,462.0
322,2021-02-17,-0.07883211678832117,553.0
323,2021-02-18,-0.04725897920604915,536.0
324,2021-02-19,-0.07849293563579278,517.0
325,2021-02-20,-0.062326869806094184,293.0
326,2021-02-21,-0.18878718535469108,358.0
327,2021-02-22,-0.15388280133396856,426.0
328,2021-02-23,-0.03557312252964427,461.0
329,2021-02-24,-0.009487666034155597,532.0
330,2021-02-25,0.02595529920692141,565.0
331,2021-02-26,0.02345924453280318,508.0
332,2021-02-27,0.045454545454545456,364.0
333,2021-02-28,-0.04292527821939587,386.0
