,date,prediction,weighted_prediction
0,2021-01-01,-0.21472323972323973,-0.2117368751817667
1,2021-01-02,-0.2511740179942945,-0.24914084035320336
2,2021-01-03,-0.23576669661575325,-0.23341433995987146
3,2021-01-04,-0.27234219269102994,-0.2702516970799149
4,2021-01-05,-0.2562019969278033,-0.2541128676417114
5,2021-01-06,-0.20224122512854908,-0.1997232494114989
6,2021-01-07,-0.10098471487360379,-0.09869461258799976
7,2021-01-08,-0.14672242314647382,-0.14395192065413737
8,2021-01-09,-0.06346276765739853,-0.06178387213806711
9,2021-01-10,-0.17454613095238092,-0.17239955397854956
10,2021-01-11,-0.1560546555391917,-0.15400124888868977
11,2021-01-12,-0.12732714554748456,-0.12491450118868623
12,2021-01-13,-0.09214005602240895,-0.09062689560451427
13,2021-01-14,-0.12252218472690912,-0.11947011844510069
14,2021-01-15,-0.10696692470091493,-0.10415274834646156
15,2021-01-16,-0.1039053905390539,-0.10146221226043488
16,2021-01-17,-0.22151765468092002,-0.21951777762025937
17,2021-01-18,-0.12416138869340844,-0.12064088303250603
18,2021-01-19,-0.14771492489613292,-0.1443936430775022
19,2021-01-20,-0.055721966205837165,-0.05319743975806224
20,2021-01-21,-0.07329878323569178,-0.0704934953338251
21,2021-01-22,-0.08304326806864876,-0.08088532514601825
22,2021-01-23,-0.08970718722271515,-0.08690518814386157
23,2021-01-24,-0.10380128996843696,-0.10077117744588351
24,2021-01-25,-0.10070493454179254,-0.09826011010325732
25,2021-01-26,-0.026021214172872936,-0.02303915689059344
26,2021-01-27,-0.11313277563277564,-0.11074382823211529
27,2021-01-28,-0.09938556067588328,-0.09679516184027841
28,2021-01-29,-0.10247704462951106,-0.10077895919100069
29,2021-01-30,-0.06912442396313363,-0.06747042473976281
30,2021-01-31,-0.20283068783068792,-0.20047218907466804
31,2021-02-01,-0.15764313507504177,-0.1550492732684348
32,2021-02-02,-0.11926709231178499,-0.11706177440827972
33,2021-02-03,-0.03914919178680645,-0.03677427086307003
34,2021-02-04,-0.016567242281527995,-0.01500618836927764
35,2021-02-05,0.0213953488372093,0.023459320262586014
36,2021-02-06,-0.06470734126984128,-0.06277419532225441
37,2021-02-07,-0.17656048906048907,-0.1746981592700269
38,2021-02-08,-0.1399666139518538,-0.1381659099884872
39,2021-02-09,-0.04329251700680273,-0.04120737817092818
40,2021-02-10,-0.025740177867837437,-0.024258364022590004
41,2021-02-11,-0.03386115892139986,-0.03188619558710652
42,2021-02-12,-0.016886446886446894,-0.014451665019523224
43,2021-02-13,0.043394024276377216,0.04585420584037709
44,2021-02-14,-0.06922799422799424,-0.06759458898471246
45,2021-02-15,-0.07645631067961166,-0.07472500849551368
46,2021-02-16,-0.0874981340498582,-0.08561388417457814
47,2021-02-17,-0.05301311591634173,-0.051177823658172916
48,2021-02-18,0.03327116747482283,0.03487779752622413
49,2021-02-19,-0.00193366363886595,-0.0002129555343269093
50,2021-02-20,0.009102564102564104,0.010082228053838776
51,2021-02-21,-0.11423809523809522,-0.11176170174517329
52,2021-02-22,-0.12974928487295978,-0.12772365963440963
53,2021-02-23,-0.0028413177960005787,0.00022862970211612145
54,2021-02-24,0.013101438492063492,0.014935127853615457
55,2021-02-25,0.08786764705882354,0.08937906162512434
56,2021-02-26,0.051247504990019954,0.05362380274428341
57,2021-02-27,0.09153439153439152,0.09295003791093313
58,2021-02-28,-0.041063698206555345,-0.03901973374985071
59,2021-03-01,0.0941378717552003,0.09580320137097743
60,2021-03-02,0.08646036071104193,0.08859286699871831
61,2021-03-03,0.12209612817089453,0.12336329455007883
62,2021-03-04,0.07258655323171452,0.07467912363129897
63,2021-03-05,0.09132604883313103,0.09267472568354139
64,2021-03-06,0.18427628477133431,0.1860461851813481
65,2021-03-07,-0.06798941798941797,-0.06628847446058303
66,2021-03-08,-0.018085519922254618,-0.015966698869382207
67,2021-03-09,0.08327780091628488,0.08579720937612403
68,2021-03-10,0.1082271406215068,0.11006449887546921
69,2021-03-11,0.06351023870107839,0.06537069742854808
70,2021-03-12,0.07206959706959706,0.07385978209048108
71,2021-03-13,0.13988764044943822,0.14073152871390857
72,2021-03-14,-0.02802091935039912,-0.02601070098769653
73,2021-03-15,0.037659574468085114,0.03905231131759699
74,2021-03-16,0.09622758194186766,0.09814041035921395
75,2021-03-17,0.10836699718447788,0.11000992182871605
76,2021-03-18,0.0919357008340059,0.09374647221142383
77,2021-03-19,0.1426789278585686,0.14457845393667068
78,2021-03-20,0.06460794844253488,0.06737363185430785
79,2021-03-21,-0.010124680787141361,-0.007773729464224161
80,2021-03-22,0.07062307510068704,0.07299611697340146
81,2021-03-23,0.0449062049062049,0.047384858814969906
82,2021-03-24,0.07584830339321358,0.07730022045598606
83,2021-03-25,-0.016503684807256225,-0.014322886202492821
84,2021-03-26,0.03465123052279016,0.03649818345685184
85,2021-03-27,0.09194528875379944,0.09315550715848428
86,2021-03-28,-0.08875086266390614,-0.08589208802199307
87,2021-03-29,0.01861642294713161,0.020261187134586477
88,2021-03-30,-0.01166798210997106,-0.009820778568938544
89,2021-03-31,0.035873015873015876,0.03801644739026116
90,2021-04-01,0.013764291996481963,0.016298814878038078
91,2021-04-02,-0.0300014088475627,-0.027115556310099195
92,2021-04-03,0.03007905865048722,0.03159778416896483
93,2021-04-04,-0.037037037037037035,-0.035038526271019894
94,2021-04-05,-0.007519332519332524,-0.005957860829544387
95,2021-04-06,0.04874077290490664,0.05075045742093437
96,2021-04-07,0.06420992800303149,0.06592240595141488
97,2021-04-08,-0.056072177298592395,-0.05396641788189195
