,date,prediction,weighted_prediction
0,2021-04-01,0.06991758241758242,0.07288931936243952
1,2021-04-02,0.10917650690746315,0.1123668688066011
2,2021-04-03,-0.091005291005291,-0.08905916032201848
3,2021-04-04,-0.08053410553410553,-0.07725788911222031
4,2021-04-05,0.024304982108450317,0.02850457595673074
5,2021-04-06,0.1051107622536194,0.10762706974736687
6,2021-04-07,0.06692233940556089,0.06873196535224388
7,2021-04-08,0.05993377483443708,0.06138417060181232
8,2021-04-09,0.015059523809523807,0.016859436931591185
9,2021-04-10,-0.07468918601923527,-0.07242858639673366
10,2021-04-11,-0.12117346938775511,-0.11749562980552243
11,2021-04-12,0.008460236886632829,0.011437339287954512
12,2021-04-13,0.07364875210534375,0.07611297586987822
13,2021-04-14,0.02554410080183276,0.027317555173390275
14,2021-04-15,0.10451925993327266,0.10686968847236959
15,2021-04-16,-0.08494152046783626,-0.08164005485567931
16,2021-04-17,0.022386128364389232,0.024466598519812463
17,2021-04-18,-0.12969997247453893,-0.12661140069484447
18,2021-04-19,0.0114028314028314,0.014529591664537659
19,2021-04-20,0.13044602456367163,0.13290402367438153
20,2021-04-21,0.06897846275439637,0.07143293332262157
21,2021-04-22,0.08371802869619463,0.08543803910067335
22,2021-04-23,0.058745644599303135,0.06103960256612537
23,2021-04-24,-0.007335907335907336,-0.004972375996477966
24,2021-04-25,-0.10755208333333334,-0.10364091266722729
25,2021-04-26,0.09402911423636812,0.09509776977589182
26,2021-04-27,0.1471350507416081,0.14899928413779356
27,2021-04-28,0.2128820184790334,0.21485534887694685
28,2021-04-29,0.1559610705596107,0.15827236740455305
29,2021-04-30,0.24156431803490627,0.2420530890030122
30,2021-05-01,0.002081362346263012,0.006225835614420943
31,2021-05-02,-0.04257884972170686,-0.03871393299528532
32,2021-05-03,0.15502645502645504,0.15591416940277006
33,2021-05-04,0.2518175209014904,0.2533633476168578
34,2021-05-05,0.2205470423463503,0.22286219514217698
35,2021-05-06,0.2055336617405583,0.20631187733171022
36,2021-05-07,0.13188320595728004,0.13363246152488806
37,2021-05-08,0.049578059071729956,0.05122500195820838
38,2021-05-09,-0.0764659582841401,-0.07323353256193121
39,2021-05-10,0.1900793650793651,0.19246079940329153
40,2021-05-11,0.23816631130063967,0.24098330953852792
41,2021-05-12,0.21096424334858496,0.21467655121401355
42,2021-05-13,0.26400251730648205,0.26682120885692956
43,2021-05-14,0.23971336107258437,0.24138548312105076
44,2021-05-15,0.15837173579109062,0.16057757591596947
45,2021-05-16,-0.03950617283950617,-0.037111190597426534
46,2021-05-17,0.23739316239316238,0.24241469771452293
47,2021-05-18,0.18814238566713815,0.18990361327511812
48,2021-05-19,0.22751583391977478,0.23091123105703373
49,2021-05-20,0.1519047619047619,0.15381694328749465
50,2021-05-21,0.12796092796092795,0.13057594932988742
51,2021-05-22,0.09441916894146193,0.09717203639187812
52,2021-05-23,-0.09551357733175915,-0.09335764087897874
53,2021-05-24,0.1417216117216117,0.14379660787490697
54,2021-05-25,0.18575757575757576,0.18858186305794883
55,2021-05-26,0.21442307692307694,0.2173388419113371
56,2021-05-27,0.16854421768707484,0.17163634391787913
57,2021-05-28,0.16059757236227823,0.16265488957416369
58,2021-05-29,0.22644110275689222,0.2291628369440635
59,2021-05-30,0.06277850589777195,0.06714566107294141
60,2021-05-31,0.24513227513227515,0.24860067950354683
61,2021-06-01,0.23242457288258814,0.23347802204745158
62,2021-06-02,0.30065645514223194,0.30380196446296487
63,2021-06-03,0.3071069633883704,0.30859050102198515
64,2021-06-04,0.2884280593958013,0.2904989370659444
65,2021-06-05,0.2182936507936508,0.22159764816127125
66,2021-06-06,0.09079365079365079,0.09398606510862471
67,2021-06-07,0.20742447516641066,0.2088440215837876
68,2021-06-08,0.2394975167981303,0.24085665885690985
69,2021-06-09,0.17965167548500882,0.18207441653655532
70,2021-06-10,0.19156948493683185,0.1941955427828347
71,2021-06-11,0.12122807017543859,0.12361962917230482
72,2021-06-12,0.13580952380952382,0.14055100610596793
73,2021-06-13,-0.05222567287784679,-0.05081176057334519
74,2021-06-14,0.1533026113671275,0.1539982648397554
75,2021-06-15,0.2336061507936508,0.23509850904774218
76,2021-06-16,0.2500485908649174,0.2517178743679449
77,2021-06-17,0.04229086229086229,0.04760132332949718
78,2021-06-18,0.14185867895545315,0.14155025776386015
79,2021-06-19,0.008486562942008486,0.011008160696564732
80,2021-06-20,-0.16873496873496874,-0.16474126386149332
81,2021-06-21,0.07436582109479306,0.07655755400551549
82,2021-06-22,0.03891156462585034,0.04158486717250071
83,2021-06-23,0.055794737986518815,0.05793780197356415
84,2021-06-24,0.058374792703150914,0.06120823674985962
85,2021-06-25,0.09397920087575261,0.09760668323577659
86,2021-06-26,0.07804621848739496,0.08051416795878183
87,2021-06-27,-0.2014824797843666,-0.19814476925755878
88,2021-06-28,-0.015884861407249463,-0.012479079704845552
89,2021-06-29,0.02326671601283001,0.02626908546593523
90,2021-06-30,0.05661375661375661,0.05976874254792504
91,2021-07-01,0.10054421768707483,0.10332306035657049
92,2021-07-02,0.15016087516087517,0.15190533942505813
93,2021-07-03,0.0036656389174374786,0.00650012513757283
94,2021-07-04,-0.03663003663003663,-0.03085698914864748
95,2021-07-05,0.02094090648307515,0.021928871033592465
96,2021-07-06,-0.08086196503918022,-0.07789594511388655
97,2021-07-07,-0.0790588676415448,-0.07563152055046199
98,2021-07-08,-0.02277056277056277,-0.01678407404394377
99,2021-07-09,-0.07923461622091758,-0.07761459716326985
100,2021-07-10,0.025562169312169314,0.0287624784355993
