,date,prediction,weighted_prediction
0,2022-01-01,-0.28676236044657105,-0.2853288263652883
1,2022-01-02,-0.19730458221024275,-0.20085348260906083
2,2022-01-03,-0.2535401750198886,-0.25311858451546615
3,2022-01-04,-0.2556542332741265,-0.25743894710775117
4,2022-01-05,-0.2468579234972678,-0.2492203798233268
5,2022-01-06,-0.3254622292657151,-0.32484665752811165
6,2022-01-07,-0.2539800995024874,-0.2545444370428128
7,2022-01-08,-0.24309523809523798,-0.2445096116737714
8,2022-01-09,-0.26243243243243264,-0.2626382981683757
9,2022-01-10,-0.21213592233009715,-0.21247432977202246
10,2022-01-11,-0.32419047619047603,-0.3260441229021737
11,2022-01-12,-0.26755625327053895,-0.26853516777886666
12,2022-01-13,-0.2785490931832397,-0.27690815534011687
13,2022-01-14,-0.23930078360458118,-0.2396846447276956
14,2022-01-15,-0.19462365591397865,-0.19653413837047892
15,2022-01-16,-0.36559766763848356,-0.36373657897853306
16,2022-01-17,-0.36092436974789927,-0.3598344776435057
17,2022-01-18,-0.19356060606060604,-0.19465104629088079
18,2022-01-19,-0.049157509157509126,-0.05517828234604426
19,2022-01-20,-0.1451851851851851,-0.14716642004692987
20,2022-01-21,-0.11029535864978915,-0.1148258708926695
21,2022-01-22,-0.15409252669039142,-0.15565673444477543
22,2022-01-23,-0.21738609112709845,-0.21969918736593894
23,2022-01-24,-0.23599114064230328,-0.23558220406901395
24,2022-01-25,-0.08769356153219232,-0.09298259870687339
25,2022-01-26,-0.07485250737463128,-0.07880118511023781
26,2022-01-27,-0.0351738241308794,-0.039438775193959434
27,2022-01-28,-0.02578397212543554,-0.030533138987079322
28,2022-01-29,-0.1320000000000001,-0.1360426470438639
29,2022-01-30,-0.19739368998628276,-0.19870865126696147
30,2022-01-31,-0.15920852359208523,-0.162443854556599
31,2022-02-01,-0.09171842650103526,-0.09391440499890176
32,2022-02-02,-0.11435316336166197,-0.11842757663544433
33,2022-02-03,-0.06493184634448576,-0.06849442069710703
34,2022-02-04,0.06559571619812586,0.05980667451139751
35,2022-02-05,-0.02694610778443113,-0.031082271536191346
36,2022-02-06,-0.07578347578347577,-0.07610176563942198
37,2022-02-07,-0.05879396984924625,-0.06640594524754156
38,2022-02-08,-0.03595238095238095,-0.04089890282778513
39,2022-02-09,0.03457943925233646,0.02626095965334438
40,2022-02-10,0.15477707006369434,0.14424000222338745
41,2022-02-11,0.022422062350119915,0.01692443869168238
42,2022-02-12,0.07285974499089252,0.06387526558505166
43,2022-02-13,-0.0810699588477366,-0.08845421177614865
44,2022-02-14,-0.010106382978723401,-0.017791624113600316
45,2022-02-15,0.06199740596627751,0.053127324704839406
46,2022-02-16,0.12681867535287727,0.11889537363176624
47,2022-02-17,0.038801261829652926,0.03178216401021434
48,2022-02-18,0.026229508196721298,0.020843664385744823
49,2022-02-19,0.08875739644970415,0.08059318125012827
50,2022-02-20,0.15306122448979603,0.1439303856385267
51,2022-02-21,-0.06814814814814812,-0.07116086533040178
52,2022-02-22,-0.02615629984051039,-0.029801341653630662
53,2022-02-23,0.026553672316384162,0.01770559305188346
54,2022-02-24,0.11793785310734467,0.10821066834663941
55,2022-02-25,0.2060763888888888,0.1948552855031771
56,2022-02-26,0.22163355408388527,0.21230079625089712
57,2022-02-27,0.014480874316939906,0.008922817016559887
58,2022-02-28,0.1761616161616162,0.165447497530417
59,2022-03-01,0.1894736842105262,0.17890276079959702
60,2022-03-02,0.2534722222222223,0.24011998053226222
61,2022-03-03,0.11428571428571427,0.1067763745311707
62,2022-03-04,0.20842293906810047,0.19697265268760758
63,2022-03-05,0.20564971751412453,0.19879111263711569
64,2022-03-06,-0.02651515151515152,-0.031636432686237385
65,2022-03-07,-0.04242424242424243,-0.04718863513225163
66,2022-03-08,0.07924836601307193,0.07330640315327773
67,2022-03-09,0.0428030303030303,0.036925840874512984
68,2022-03-10,0.08822463768115944,0.07789704913030501
69,2022-03-11,0.005220883534136545,0.0003322658469399204
70,2022-03-12,0.0674931129476584,0.05702202514676027
71,2022-03-13,-0.007107843137254903,-0.01143362473915605
72,2022-03-14,-0.20022522522522532,-0.19950658643433639
73,2022-03-15,-0.10957264957264953,-0.11311321722136598
74,2022-03-16,-0.03798449612403102,-0.044966713367968536
75,2022-03-17,-0.018165784832451494,-0.022102295695368774
76,2022-03-18,-0.08333333333333334,-0.08436728113865759
77,2022-03-19,-0.07194719471947193,-0.073757664933063
78,2022-03-20,-0.2833333333333332,-0.2805005024160658
79,2022-03-21,-0.004597701149425293,-0.009102455047012768
80,2022-03-22,-0.11111111111111113,-0.11193624613912198
81,2022-03-23,-0.08727272727272727,-0.09071218294176189
82,2022-03-24,0.12108843537414972,0.11283896372837271
83,2022-03-25,-0.07086419753086418,-0.07245865113941238
84,2022-03-26,-0.05555555555555558,-0.059041488726460756
85,2022-03-27,-0.13069306930693064,-0.13787025452250298
86,2022-03-28,-0.20878787878787888,-0.2125535511157729
87,2022-03-29,-0.07056277056277056,-0.07386408033438058
88,2022-03-30,0.09644670050761421,0.08972158922660975
89,2022-03-31,0.024007936507936496,0.02099336509311959
