,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred
165,World,2020-08-14,21253361.0,307205.0,267147.286,799421.0,6582.0,6214.857,2698.851,39.01,33.924,101.514,0.836,0.789,1.0,,,,,,,,,,,,,
166,World,2020-08-15,21502508.0,249147.0,264831.429,805439.0,6018.0,6215.0,2730.489,31.638,33.63,102.278,0.764,0.789,1.0,,,,,,,,,,,,,
167,World,2020-08-16,21712474.0,210008.0,261528.857,810225.0,4786.0,6160.286,2757.152,26.668,33.21,102.886,0.608,0.782,0.99,,,,,,,,,,,,,
168,World,2020-08-17,21925206.0,212732.0,258610.857,814842.0,4617.0,6053.714,2784.165,27.014,32.84,103.472,0.586,0.769,0.99,,,,,,,,,,,,,
169,World,2020-08-18,22184882.0,259676.0,257719.429,821893.0,7051.0,6113.571,2817.14,32.975,32.726,104.368,0.895,0.776,0.99,,,,,,,,,,,,,
170,World,2020-08-19,22462178.0,277296.0,258051.143,828302.0,6410.0,6036.571,2852.352,35.212,32.769,105.182,0.814,0.767,0.99,,,,,,,,,,,,,
171,World,2020-08-20,22733741.0,271563.0,255375.286,834739.0,6437.0,5985.857,2886.837,34.484,32.429,105.999,0.817,0.76,0.98,,,,,,,,,,,,,
172,World,2020-08-21,22995376.0,261635.0,248865.286,840476.0,6180.0,5928.429,2920.06,33.224,31.602,106.728,0.785,0.753,0.99,,,,,,,,,,,,,
173,World,2020-08-22,23259266.0,263890.0,250971.429,846274.0,5798.0,5897.0,2953.57,33.51,31.87,107.464,0.736,0.749,0.99,,,,,,,,,,,,,
174,World,2020-08-23,23461917.0,202651.0,249920.429,850586.0,4312.0,5829.286,2979.304,25.734,31.736,108.011,0.548,0.74,0.99,,,,,,,,,,,,,
175,World,2020-08-24,23689879.0,228062.0,252110.429,855405.0,4819.0,5858.143,3008.252,28.96,32.014,108.623,0.612,0.744,1.0,,,,,,,,,,,,,
176,World,2020-08-25,23935400.0,245521.0,250088.286,861970.0,6565.0,5788.714,3039.429,31.177,31.757,109.457,0.834,0.735,1.01,,,,,,,,,,,,,
177,World,2020-08-26,24216927.0,281527.0,250692.714,868511.0,6658.0,5824.143,3075.179,35.75,31.834,110.288,0.845,0.74,1.01,,,,,,,,,,,,,
178,World,2020-08-27,24504290.0,287363.0,252949.857,874717.0,6206.0,5791.143,3111.669,36.491,32.121,111.076,0.788,0.735,1.02,,,,,,,,,,,,,
179,World,2020-08-28,24788312.0,285370.0,256340.571,880534.0,5817.0,5739.286,3147.736,36.238,32.551,111.814,0.739,0.729,1.02,,,,,,,,,,,,,
180,World,2020-08-29,25049238.0,260926.0,255917.143,886339.0,5805.0,5740.286,3180.869,33.134,32.498,112.551,0.737,0.729,1.02,,,,,,,,,,,,,
181,World,2020-08-30,25268725.0,219487.0,258322.286,890600.0,4261.0,5733.0,3208.741,27.871,32.803,113.093,0.541,0.728,1.03,,,,,,,,,,,,,
182,World,2020-08-31,25532919.0,264194.0,263484.0,895016.0,4416.0,5675.429,3242.29,33.549,33.458,113.653,0.561,0.721,1.03,,,,,,,,,,,,,
183,World,2020-09-01,25799965.0,267046.0,266559.0,901614.0,6606.0,5681.286,3276.2,33.911,33.849,114.491,0.839,0.721,1.03,,,,,,,,,,,,,
184,World,2020-09-02,26081688.0,281735.0,266588.714,907908.0,6297.0,5629.714,3311.975,35.776,33.853,115.29,0.8,0.715,1.02,,,,,,,,,,,,,
185,World,2020-09-03,26367159.0,285471.0,266318.429,914006.0,6098.0,5614.286,3348.225,36.25,33.818,116.065,0.774,0.713,1.02,,,,,,,,,,,,,
186,World,2020-09-04,26668489.0,301330.0,268598.429,919857.0,5872.0,5622.143,3386.49,38.264,34.108,116.808,0.746,0.714,1.02,,,,,,,,,,,,,
187,World,2020-09-05,26942584.0,274095.0,270479.714,924962.0,5105.0,5522.143,3421.295,34.806,34.347,117.456,0.648,0.701,1.02,,,,,,,,,,,,,
188,World,2020-09-06,27171430.0,228846.0,271816.714,929078.0,4116.0,5501.429,3450.355,29.06,34.517,117.979,0.523,0.699,1.01,,,,,,,,,,,,,
189,World,2020-09-07,27388652.0,225175.0,266242.571,938684.0,5754.0,5692.571,3477.939,28.594,33.809,119.198,0.731,0.723,1.01,,,,,,,,,,,,,
190,World,2020-09-08,27635113.0,246461.0,263301.857,943817.0,5133.0,5482.143,3509.236,31.297,33.435,119.85,0.652,0.696,1.02,,,,,,,,,,,,,
191,World,2020-09-09,27920203.0,285090.0,263781.143,950075.0,6258.0,5476.571,3545.438,36.202,33.496,120.645,0.795,0.695,1.03,,,,,,,,,,,,,
192,World,2020-09-10,28224531.0,304328.0,266475.0,956075.0,6031.0,5467.0,3584.083,38.645,33.838,121.407,0.766,0.694,1.04,,,,,,,,,,,,,
193,World,2020-09-11,28540576.0,316045.0,268577.143,962068.0,5993.0,5484.286,3624.216,40.133,34.105,122.168,0.761,0.696,1.04,,,,,,,,,,,,,
194,World,2020-09-12,28829527.0,288951.0,270699.429,967111.0,5043.0,5475.429,3660.908,36.692,34.375,122.808,0.64,0.695,1.05,,,,,,,,,,,,,
195,World,2020-09-13,29077866.0,248339.0,273484.143,971055.0,3944.0,5450.857,3692.443,31.535,34.728,123.309,0.501,0.692,1.05,,,,,,,,,,,,,
196,World,2020-09-14,29344672.0,266806.0,279431.429,975643.0,4588.0,5284.286,3726.324,33.88,35.484,123.892,0.583,0.671,1.05,,,,,,,,,,,,,
197,World,2020-09-15,29625441.0,280769.0,284332.571,982216.0,6573.0,5490.0,3761.977,35.653,36.106,124.726,0.835,0.697,1.05,,,,,,,,,,,,,
198,World,2020-09-16,29930170.0,304729.0,287138.143,988076.0,5860.0,5433.143,3800.673,38.696,36.462,125.471,0.744,0.69,1.04,,,,,,,,,,,,,
199,World,2020-09-17,30245679.0,315509.0,288735.429,993715.0,5639.0,5377.143,3840.738,40.065,36.665,126.187,0.716,0.683,1.04,,,,,,,,,,,,,
200,World,2020-09-18,30572212.0,326533.0,290233.714,999566.0,5851.0,5356.857,3882.203,41.465,36.855,126.93,0.743,0.68,1.04,,,,,,,,,,,,,
201,World,2020-09-19,30865461.0,293249.0,290847.714,1004872.0,5306.0,5394.429,3919.441,37.238,36.933,127.603,0.674,0.685,1.03,,,,,,,,,,,,,
202,World,2020-09-20,31120336.0,254875.0,291781.429,1008828.0,3956.0,5396.143,3951.806,32.365,37.052,128.106,0.502,0.685,1.03,,,,,,,,,,,,,
203,World,2020-09-21,31379949.0,259613.0,290753.857,1013231.0,4403.0,5369.714,3984.773,32.967,36.921,128.665,0.559,0.682,1.03,,,,,,,,,,,,,
204,World,2020-09-22,31664532.0,284583.0,291298.714,1019388.0,6157.0,5310.286,4020.91,36.138,36.99,129.447,0.782,0.674,1.03,,,,,,,,,,,,,
205,World,2020-09-23,31976028.0,311496.0,292265.429,1025913.0,6525.0,5405.286,4060.466,39.555,37.113,130.275,0.829,0.686,1.02,,,,,,,,,,,,,
206,World,2020-09-24,32296984.0,320956.0,293043.571,1031593.0,5680.0,5411.143,4101.222,40.756,37.212,130.997,0.721,0.687,1.02,,,,,,,,,,,,,
207,World,2020-09-25,32627019.0,330035.0,293543.857,1037605.0,6012.0,5434.143,4143.132,41.909,37.276,131.76,0.763,0.69,1.02,,,,,,,,,,,,,
208,World,2020-09-26,32912805.0,285786.0,292477.714,1043037.0,5432.0,5452.143,4179.422,36.29,37.14,132.45,0.69,0.692,1.02,,,,,,,,,,,,,
209,World,2020-09-27,33159730.0,247017.0,291355.143,1046878.0,3841.0,5435.714,4210.778,31.367,36.998,132.937,0.488,0.69,1.02,,,,,,,,,,,,,
210,World,2020-09-28,33422164.0,262434.0,291758.143,1050951.0,4073.0,5388.571,4244.103,33.325,37.049,133.455,0.517,0.684,1.02,,,,,,,,,,,,,
211,World,2020-09-29,33704888.0,282724.0,291492.571,1057046.0,6095.0,5379.714,4280.004,35.902,37.015,134.229,0.774,0.683,1.02,,,,,,,,,,,,,
212,World,2020-09-30,34029074.0,324186.0,293305.429,1063488.0,6442.0,5367.857,4321.171,41.167,37.245,135.047,0.818,0.682,1.03,,,,,,,,,,,,,
213,World,2020-10-01,34348133.0,319059.0,293034.429,1072373.0,8885.0,5825.714,4361.687,40.516,37.211,136.175,1.128,0.74,1.03,,,,,,,,,,,,,
214,World,2020-10-02,34677409.0,329276.0,292926.0,1077969.0,5601.0,5767.0,4403.5,41.813,37.197,136.886,0.711,0.732,1.04,,,,,,,,,,,,,
215,World,2020-10-03,34974936.0,297527.0,294603.286,1082692.0,4723.0,5665.714,4441.281,37.781,37.41,137.485,0.6,0.719,1.04,,,,,,,,,,,,,
216,World,2020-10-04,35234907.0,259971.0,296453.857,1086683.0,3991.0,5687.143,4474.293,33.012,37.645,137.992,0.507,0.722,1.06,,,,,,,,,,,,,
217,World,2020-10-05,35545694.0,310787.0,303361.429,1093722.0,4250.0,5712.429,4513.759,39.465,38.522,138.886,0.54,0.725,1.07,,,,,,,,,,,,,
218,World,2020-10-06,35861621.0,315927.0,308104.714,1099576.0,5854.0,5678.0,4553.876,40.118,39.125,139.629,0.743,0.721,1.07,,,,,,,,,,,,,
219,World,2020-10-07,36210452.0,348831.0,311625.429,1105467.0,5894.0,5599.714,4598.173,44.296,39.572,140.377,0.748,0.711,1.07,,,,,,,,,,,,,
220,World,2020-10-08,36569605.0,359153.0,317353.143,1111833.0,6369.0,5240.286,4643.78,45.607,40.299,141.186,0.809,0.665,1.07,,,,,,,,,,,,,
221,World,2020-10-09,36929537.0,359932.0,321732.571,1118024.0,6191.0,5324.571,4689.485,45.706,40.855,141.972,0.786,0.676,1.07,,,,,,,,,,,,,
222,World,2020-10-10,37285315.0,355778.0,330054.143,1122904.0,4880.0,5347.0,4734.664,45.178,41.912,142.592,0.62,0.679,1.08,,,,,,,,,,,,,
223,World,2020-10-11,37574468.0,289153.0,334223.0,1127028.0,4125.0,5366.143,4771.382,36.718,42.441,143.115,0.524,0.681,1.08,,,,,,,,,,,,,
224,World,2020-10-12,37863590.0,289122.0,331128.0,1131078.0,4050.0,5337.571,4808.096,36.714,42.048,143.63,0.514,0.678,1.07,,,,,,,,,,,,,
225,World,2020-10-13,38182787.0,319197.0,331595.143,1136463.0,5385.0,5270.571,4848.629,40.533,42.108,144.313,0.684,0.669,1.08,,,,,,,,,,,,,
226,World,2020-10-14,38562867.0,380080.0,336059.286,1142654.0,6192.0,5313.143,4896.893,48.264,42.674,145.1,0.786,0.675,1.09,,,,,,,,,,,,,
227,World,2020-10-15,38969782.0,406915.0,342882.429,1148837.0,6183.0,5286.571,4948.565,51.672,43.541,145.885,0.785,0.671,1.1,,,,,,,,,,,,,
228,World,2020-10-16,39379897.0,410115.0,350051.429,1155025.0,6188.0,5286.143,5000.644,52.078,44.451,146.67,0.786,0.671,1.11,,,,,,,,,,,,,
229,World,2020-10-17,39752178.0,372281.0,352409.0,1160737.0,5712.0,5405.0,5047.918,47.274,44.751,147.396,0.725,0.686,1.11,,,,,,,,,,,,,
230,World,2020-10-18,40083149.0,330971.0,358383.0,1164590.0,3853.0,5366.143,5089.946,42.028,45.509,147.885,0.489,0.681,1.12,,,,,,,,,,,,,
231,World,2020-10-19,40456879.0,373730.0,370469.857,1169292.0,4702.0,5459.286,5137.404,47.458,47.044,148.482,0.597,0.693,1.13,,,,,,,,,,,,,
232,World,2020-10-20,40845320.0,388441.0,380361.857,1175943.0,6651.0,5640.143,5186.73,49.326,48.3,149.327,0.845,0.716,1.14,,,,,,,,,,,,,
233,World,2020-10-21,41284308.0,438988.0,388777.286,1182798.0,6855.0,5734.857,5242.475,55.745,49.369,150.197,0.87,0.728,1.14,,,,,,,,,,,,,
234,World,2020-10-22,41766203.0,481895.0,399488.714,1188695.0,5897.0,5694.0,5303.668,61.193,50.729,150.946,0.749,0.723,1.15,,,,,,,,,,,,,
235,World,2020-10-23,42259528.0,493325.0,411375.857,1195788.0,7093.0,5823.286,5366.313,62.645,52.238,151.847,0.901,0.739,1.15,,,,,,,,,,,,,
236,World,2020-10-24,42716463.0,456935.0,423469.286,1201651.0,5863.0,5844.857,5424.336,58.024,53.774,152.591,0.745,0.742,1.15,,,,,,,,,,,,,
237,World,2020-10-25,43075335.0,358872.0,427455.143,1205906.0,4276.0,5905.286,5469.908,45.571,54.28,153.132,0.543,0.75,1.15,,,,,,,,,,,,,
238,World,2020-10-26,43558103.0,482768.0,443032.0,1211520.0,5614.0,6035.571,5531.212,61.304,56.258,153.844,0.713,0.766,1.16,,,,,,,,,,,,,
239,World,2020-10-27,44025231.0,467128.0,454273.0,1218996.0,7476.0,6153.429,5590.53,59.318,57.686,154.794,0.949,0.781,1.15,,,,,,,,,,,,,
240,World,2020-10-28,44545396.0,520165.0,465869.714,1226179.0,7189.0,6201.143,5656.583,66.053,59.158,155.706,0.913,0.787,1.15,,,,,,,,,,,,,
241,World,2020-10-29,45095599.0,550203.0,475628.0,1233380.0,7201.0,6387.429,5726.45,69.867,60.397,156.62,0.914,0.811,1.14,,,,,,,,,,,,,
242,World,2020-10-30,45667519.0,571920.0,486855.857,1241057.0,7677.0,6470.857,5799.075,72.625,61.823,157.595,0.975,0.822,1.14,,,,,,,,,,,,,
243,World,2020-10-31,46140588.0,473069.0,489160.714,1247660.0,6603.0,6576.571,5859.148,60.073,62.116,158.434,0.838,0.835,1.13,,,,,,,,,,,,,
244,World,2020-11-01,46578413.0,437825.0,500439.714,1252779.0,5119.0,6697.0,5914.745,55.597,63.548,159.084,0.65,0.85,1.13,,,,,,,,,,,,,
245,World,2020-11-02,47124211.0,545798.0,509444.0,1258854.0,6075.0,6762.857,5984.053,69.308,64.692,159.855,0.771,0.859,1.13,,,,,,,,,,,,,
246,World,2020-11-03,47687438.0,563227.0,523172.429,1268427.0,9575.0,7062.714,6055.574,71.521,66.435,161.071,1.216,0.897,1.12,,,,,,,,,,,,,
247,World,2020-11-04,48179323.0,538344.0,525769.429,1278499.0,10107.0,7479.571,6118.036,68.361,66.765,162.35,1.283,0.95,1.11,,,,,,,,,,,,,
248,World,2020-11-05,48797424.0,618102.0,535469.286,1287166.0,8667.0,7689.0,6196.525,78.489,67.996,163.45,1.101,0.976,1.11,,,,,,,,,,,,,
249,World,2020-11-06,49418106.0,620682.0,542435.286,1296318.0,9152.0,7899.714,6275.342,78.817,68.881,164.613,1.162,1.003,1.11,,,,,,,,,,,,,
250,World,2020-11-07,50018685.0,600579.0,560651.0,1304068.0,7750.0,8063.571,6351.607,76.264,71.194,165.597,0.984,1.024,1.11,,,,,,,,,,,,,
251,World,2020-11-08,50508063.0,489378.0,568015.714,1310158.0,6091.0,8202.429,6413.75,62.144,72.129,166.37,0.773,1.042,1.1,,,,,,,,,,,,,
252,World,2020-11-09,51015416.0,507353.0,562523.571,1317391.0,7233.0,8367.857,6478.176,64.426,71.432,167.288,0.918,1.063,1.09,,,,,,,,,,,,,
253,World,2020-11-10,51584110.0,568694.0,563304.571,1327237.0,9846.0,8406.571,6550.392,72.215,71.531,168.539,1.25,1.068,1.08,,,,,,,,,,,,,
254,World,2020-11-11,52207977.0,623867.0,575522.143,1337787.0,10550.0,8469.857,6629.613,79.222,73.082,169.878,1.34,1.076,1.08,,,,,,,,,,,,,
255,World,2020-11-12,52849165.0,641188.0,578820.143,1347560.0,9773.0,8627.857,6711.034,81.421,73.501,171.119,1.241,1.096,1.07,,,,,,,,,,,,,
256,World,2020-11-13,53511431.0,662266.0,584760.714,1357352.0,9792.0,8719.286,6795.132,84.098,74.256,172.363,1.243,1.107,1.06,,,,,,,,,,,,,
257,World,2020-11-14,54098148.0,586717.0,582780.429,1366475.0,9123.0,8915.429,6869.636,74.504,74.004,173.521,1.158,1.132,1.06,,,,,,,,,,,,,
258,World,2020-11-15,54588230.0,490082.0,582881.0,1373087.0,6612.0,8989.857,6931.869,62.233,74.017,174.361,0.84,1.142,1.05,,,,,,,,,,,,,
259,World,2020-11-16,55110821.0,522591.0,585057.857,1380828.0,7741.0,9062.429,6998.23,66.361,74.293,175.344,0.983,1.151,1.05,,,,,,,,,,,,,
260,World,2020-11-17,55711727.0,600906.0,589659.571,1391876.0,11048.0,9234.143,7074.536,76.306,74.878,176.747,1.403,1.173,1.04,,,,,,,,,,,,,
261,World,2020-11-18,56333472.0,621745.0,589356.429,1403334.0,11458.0,9363.857,7153.488,78.952,74.839,178.202,1.455,1.189,1.04,,,,,,,,,,,,,
262,World,2020-11-19,56987274.0,653802.0,591158.429,1414453.0,11119.0,9556.143,7236.511,83.023,75.068,179.614,1.412,1.213,1.03,,,,,,,,,,,,,
263,World,2020-11-20,57662074.0,674800.0,592949.0,1426213.0,11760.0,9837.286,7322.2,85.689,75.295,181.107,1.493,1.249,1.03,,,,,,,,,,,,,
264,World,2020-11-21,58256746.0,594672.0,594085.429,1435353.0,9140.0,9839.714,7397.714,75.514,75.44,182.268,1.161,1.249,1.03,,,,,,,,,,,,,
265,World,2020-11-22,58755069.0,498323.0,595262.714,1442824.0,7471.0,9962.429,7460.994,63.279,75.589,183.217,0.949,1.265,1.02,,,,,,,,,,,,,
266,World,2020-11-23,59284350.0,529281.0,596218.429,1451132.0,8308.0,10043.429,7528.204,67.211,75.711,184.272,1.055,1.275,1.02,,,,,,,,,,,,,
267,World,2020-11-24,59875562.0,591212.0,594833.571,1463736.0,12604.0,10265.714,7603.279,75.075,75.535,185.872,1.601,1.304,1.02,,,,,,,,,,,,,
268,World,2020-11-25,60492648.0,617086.0,594168.0,1475890.0,12154.0,10365.143,7681.64,78.36,75.45,187.415,1.543,1.316,1.01,,,,,,,,,,,,,
269,World,2020-11-26,61086028.0,593380.0,585536.286,1486891.0,11001.0,10348.286,7756.99,75.35,74.354,188.812,1.397,1.314,1.01,,,,,,,,,,,,,
270,World,2020-11-27,61780320.0,694292.0,588320.857,1498394.0,11503.0,10311.571,7845.154,88.164,74.708,190.273,1.461,1.309,1.02,,,,,,,,,,,,,
271,World,2020-11-28,62388275.0,607955.0,590218.429,1507860.0,9466.0,10358.143,7922.355,77.201,74.949,191.475,1.202,1.315,1.03,,,,,,,,,,,,,
272,World,2020-11-29,62884426.0,496151.0,589908.143,1515172.0,7312.0,10335.429,7985.359,63.004,74.909,192.404,0.929,1.312,1.03,,,,,,,,,,,,,
273,World,2020-11-30,63386332.0,501906.0,585997.429,1523873.0,8701.0,10391.571,8049.093,63.734,74.413,193.509,1.105,1.32,1.03,,,,,,,,,,,,,
274,World,2020-12-01,64000148.0,613816.0,589226.571,1536532.0,12659.0,10399.429,8127.038,77.945,74.823,195.116,1.607,1.321,1.04,,,,,,,,,,,,,
275,World,2020-12-02,64639967.0,639819.0,592474.143,1549160.0,12628.0,10467.143,8208.285,81.247,75.235,196.72,1.604,1.329,1.04,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
276,World,2020-12-03,65331241.0,691274.0,606459.0,1561779.0,12619.0,10698.286,8296.067,87.781,77.011,198.322,1.602,1.359,1.04,0.0,0.0,,,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
277,World,2020-12-04,66028155.0,696914.0,606833.571,1574187.0,12408.0,10827.571,8384.564,88.497,77.059,199.898,1.576,1.375,1.06,1.0,1.0,,,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
278,World,2020-12-05,66672372.0,644217.0,612013.857,1584737.0,10550.0,10982.429,8466.37,81.806,77.716,201.237,1.34,1.395,1.07,1.0,1.0,,,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
279,World,2020-12-06,67216568.0,544196.0,618877.429,1592557.0,7820.0,11055.0,8535.474,69.105,78.588,202.23,0.993,1.404,1.08,1.0,1.0,,,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
280,World,2020-12-07,67750001.0,533433.0,623381.286,1600972.0,8415.0,11014.143,8603.212,67.738,79.16,203.299,1.069,1.399,1.09,2.0,2.0,,,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
281,World,2020-12-08,68380612.0,630611.0,625780.571,1613132.0,12162.0,10943.143,8683.29,80.078,79.465,204.843,1.544,1.39,1.11,8.0,8.0,,,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
282,World,2020-12-09,69046467.0,665855.0,629500.0,1625916.0,12784.0,10965.429,8767.843,84.553,79.937,206.466,1.623,1.392,1.14,10.0,10.0,,,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0
283,World,2020-12-10,70543171.0,673481.0,626958.143,1638408.0,12492.0,10947.286,8957.902,85.522,79.614,208.053,1.586,1.39,1.17,11.0,11.0,,,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0
284,World,2020-12-11,71251419.0,708248.0,628577.286,1651556.0,13148.0,11053.0,9047.839,89.937,79.82,209.722,1.67,1.404,1.11,16.0,16.0,,,4.0,1.0,0.0,0.0,,,0.0,1.0,0.0
285,World,2020-12-12,71901625.0,650206.0,629432.857,1662469.0,10913.0,11104.857,9130.405,82.566,79.928,211.108,1.386,1.41,1.07,16.0,16.0,,,4.0,1.0,0.0,0.0,,,0.0,1.0,0.0
286,World,2020-12-13,72441115.0,539490.0,628760.571,1670406.0,7937.0,11121.571,9198.912,68.507,79.843,212.116,1.008,1.412,1.03,32006.0,26519.0,6505.0,,4.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
287,World,2020-12-14,72992245.0,551130.0,631288.714,1679234.0,8828.0,11180.571,9268.897,69.985,80.164,213.237,1.121,1.42,1.01,36608.0,30960.0,6633.0,,4601.0,4598.0,0.0,0.0,0.0,,1.0,4437.0,0.0
288,World,2020-12-15,73639516.0,647271.0,633668.714,1692579.0,13345.0,11349.571,9351.09,82.194,80.466,214.932,1.695,1.441,0.99,1613825.0,106013.0,6898.0,,48718.0,27017.0,0.02,0.0,0.0,,3.0,25855.0,0.0
289,World,2020-12-16,74357735.0,718253.0,641154.143,1706670.0,14091.0,11536.286,9442.293,91.207,81.417,216.721,1.789,1.465,0.98,1775527.0,262497.0,7351.0,,161701.0,263031.0,0.02,0.0,0.0,,33.0,73017.0,0.001
290,World,2020-12-17,75096915.0,739180.0,650539.714,1719993.0,13323.0,11655.0,9536.158,93.865,82.609,218.413,1.692,1.48,0.97,2052470.0,532542.0,8110.0,,276943.0,314451.0,0.03,0.01,0.0,,40.0,123341.0,0.002
291,World,2020-12-18,75819262.0,722347.0,652553.857,1733005.0,13012.0,11635.571,9627.885,91.727,82.864,220.065,1.652,1.478,0.97,2473117.0,944739.0,9319.0,,420647.0,373941.0,0.03,0.01,0.0,,47.0,181862.0,0.002
292,World,2020-12-19,76455315.0,636053.0,650532.0,1744311.0,11306.0,11691.714,9708.654,80.769,82.608,221.501,1.436,1.485,0.97,2656359.0,1124099.0,10396.0,,183174.0,373897.0,0.03,0.01,0.0,,47.0,181936.0,0.002
293,World,2020-12-20,77003146.0,547831.0,651723.571,1752546.0,8235.0,11734.286,9778.22,69.566,82.759,222.546,1.046,1.49,0.96,2770207.0,1235977.0,11120.0,,113848.0,370309.0,0.04,0.02,0.0,,47.0,178704.0,0.002
294,World,2020-12-21,77549195.0,546049.0,650997.714,1761625.0,9079.0,11770.143,9847.56,69.34,82.667,223.699,1.153,1.495,0.96,3185459.0,1644486.0,12632.0,,415251.0,433864.0,0.04,0.02,0.0,,55.0,241318.0,0.003
295,World,2020-12-22,78201034.0,651839.0,651650.286,1775566.0,13941.0,11855.286,9930.333,82.774,82.75,225.47,1.77,1.505,0.95,3707830.0,2158183.0,15594.0,,498871.0,501295.0,0.05,0.03,0.0,,64.0,307818.0,0.004
296,World,2020-12-23,78883766.0,682732.0,646575.857,1789509.0,13943.0,11834.143,10017.03,86.697,82.105,227.24,1.771,1.503,0.94,4393628.0,2832397.0,18675.0,,646833.0,581662.0,0.06,0.04,0.0,,74.0,385917.0,0.005
297,World,2020-12-24,79579119.0,695353.0,640314.857,1801705.0,12196.0,11673.143,10105.329,88.299,81.31,228.789,1.549,1.482,0.92,4688132.0,3122063.0,19786.0,,291105.0,599620.0,0.06,0.04,0.0,,76.0,404174.0,0.005
298,World,2020-12-25,80098196.0,519077.0,611276.286,1810601.0,8896.0,11085.143,10171.244,65.915,77.623,229.919,1.13,1.408,0.92,4747663.0,3181432.0,19892.0,,59551.0,551271.0,0.06,0.04,0.0,,70.0,357010.0,0.005
299,World,2020-12-26,80604993.0,506797.0,592811.143,1818041.0,7440.0,10532.857,10235.599,64.355,75.278,230.863,0.945,1.338,0.93,4926478.0,3357020.0,20852.0,,178819.0,550872.0,0.06,0.04,0.0,,70.0,356706.0,0.005
300,World,2020-12-27,81017945.0,412952.0,573542.714,1825789.0,7748.0,10463.286,10288.038,52.439,72.831,231.847,0.984,1.329,0.95,5191300.0,3619133.0,21608.0,,213010.0,572492.0,0.07,0.05,0.0,,73.0,378141.0,0.005
301,World,2020-12-28,81516441.0,498496.0,566749.429,1834888.0,9110.0,10467.714,10351.339,63.301,71.968,233.003,1.157,1.329,0.98,5973325.0,4383425.0,25966.0,,772371.0,658145.0,0.08,0.06,0.0,,84.0,462689.0,0.006
302,World,2020-12-29,82187266.0,670825.0,569461.714,1849717.0,14829.0,10594.571,10436.524,85.184,72.313,234.886,1.883,1.345,1.01,6989164.0,5380435.0,31916.0,2.0,993938.0,761754.0,0.09,0.07,0.0,0.0,97.0,557322.0,0.007
303,World,2020-12-30,82913006.0,725740.0,575605.714,1865432.0,15715.0,10847.714,10528.682,92.158,73.093,236.881,1.996,1.377,1.02,8179387.0,6552039.0,39806.0,2.0,1177669.0,864449.0,0.1,0.08,0.0,0.0,110.0,659119.0,0.008
304,World,2020-12-31,83753039.0,840033.0,596274.286,1879122.0,13690.0,11061.143,10635.353,106.671,75.718,238.62,1.738,1.405,1.03,11883001.0,7246267.0,43108.0,2.0,713732.0,903050.0,0.15,0.09,0.0,0.0,115.0,696980.0,0.009
305,World,2021-01-01,84341093.0,588054.0,606128.143,1889077.0,9955.0,11212.429,10710.027,74.674,76.969,239.884,1.264,1.424,1.02,12113283.0,7466278.0,50315.0,4.0,255864.0,952303.0,0.15,0.09,0.0,0.0,121.0,700185.0,0.009
306,World,2021-01-02,84921855.0,580762.0,616694.571,1897496.0,8419.0,11352.286,10783.775,73.748,78.311,240.953,1.069,1.442,1.03,13309352.0,8654304.0,53302.0,4.0,470245.0,1022474.0,0.17,0.11,0.0,0.0,130.0,725051.0,0.009
307,World,2021-01-03,85442084.0,520229.0,632019.857,1905134.0,7638.0,11336.571,10849.836,66.061,80.257,241.923,0.97,1.44,1.05,13712582.0,9050037.0,55780.0,8.0,376053.0,1068684.0,0.17,0.11,0.0,0.0,136.0,726041.0,0.009
308,World,2021-01-04,85998501.0,556417.0,640294.286,1914530.0,9396.0,11377.429,10920.492,70.656,81.308,243.116,1.193,1.445,1.07,14853608.0,10133350.0,100912.0,12.0,1050256.0,1161077.0,0.19,0.13,0.0,0.0,147.0,766227.0,0.01
309,World,2021-01-05,86740176.0,741675.0,650415.714,1929931.0,15401.0,11459.143,11014.673,94.181,82.593,245.072,1.956,1.455,1.08,16995932.0,11349340.0,188688.0,14.0,1317141.0,1291951.0,0.22,0.14,0.0,0.0,164.0,840856.0,0.011
