,date,Sentiment Score,Smoothed Sentiment Score,articles_per_day,smoothed_articles_per_day,Covid Positive Rate,new_deaths_smoothed,weekly_hosp_admissions,new_vaccinations_smoothed,stringency_index
367,2021-04-03,-0.049,-0.0548,317.0,407.0919,0.054,827.0,36004.0,3183854.0,55.44
368,2021-04-04,-0.0831,-0.0456,340.0,390.3162,0.054,808.571,36123.0,3120173.0,55.43
369,2021-04-05,0.0037,-0.0305,387.0,400.8648,0.054,784.143,36507.0,3157946.0,55.42
370,2021-04-06,0.0118,-0.0173,466.0,433.7977,0.054,775.429,37136.0,3212632.0,55.4
371,2021-04-07,-0.0159,-0.0246,497.0,451.4011,0.055,994.143,37692.0,3239232.0,55.38
372,2021-04-08,-0.1106,-0.0624,468.0,425.3946,0.055,981.714,38058.0,3229206.0,55.36
373,2021-04-09,-0.1342,-0.1097,422.0,389.0912,0.055,983.286,38478.0,3324587.0,55.34
374,2021-04-10,-0.171,-0.1431,251.0,359.2964,0.055,983.857,38792.0,3408092.0,55.33
375,2021-04-11,-0.1512,-0.1243,310.0,359.5728,0.055,980.857,39199.0,3498911.0,55.32
376,2021-04-12,-0.0197,-0.11,370.0,389.0965,0.055,979.143,39432.0,3487936.0,55.31
377,2021-04-13,-0.112,-0.1151,475.0,436.9161,0.055,983.857,39322.0,3418485.0,55.29
378,2021-04-14,-0.2053,-0.1143,543.0,459.3208,0.054,746.0,39340.0,3325769.0,55.28
379,2021-04-15,-0.0951,-0.1258,470.0,440.2226,0.054,731.0,39379.0,3221157.0,55.26
380,2021-04-16,-0.077,-0.1264,413.0,405.5217,0.054,726.286,39587.0,3122061.0,55.24
381,2021-04-17,-0.1513,-0.1009,279.0,355.6121,0.053,719.0,39865.0,3047678.0,55.23
382,2021-04-18,-0.0728,-0.1036,332.0,330.4033,0.052,727.286,39888.0,3009784.0,55.23
383,2021-04-19,-0.1087,-0.0936,297.0,326.9799,0.052,733.429,39866.0,2947902.0,55.22
384,2021-04-20,-0.0432,-0.0779,346.0,353.6636,0.051,729.571,39733.0,2912875.0,55.2
385,2021-04-21,-0.0881,-0.059,384.0,364.5601,0.05,724.0,39552.0,2881438.0,55.18
386,2021-04-22,0.0078,-0.0384,416.0,359.8076,0.049,728.714,39242.0,2845467.0,55.17
387,2021-04-23,-0.0293,-0.0414,369.0,347.5231,0.048,713.429,38542.0,2802257.0,55.15
388,2021-04-24,-0.0734,-0.0564,264.0,330.8146,0.047,719.286,37757.0,2780086.0,55.14
389,2021-04-25,-0.1338,-0.0889,302.0,336.5732,0.046,713.429,37095.0,2759998.0,55.14
390,2021-04-26,-0.1108,-0.0722,318.0,354.1654,0.046,711.286,36496.0,2732859.0,55.12
391,2021-04-27,0.0576,-0.027,455.0,381.3989,0.045,686.857,35991.0,2685362.0,55.11
392,2021-04-28,0.0787,0.0015,432.0,397.3334,0.044,699.143,35405.0,2630239.0,55.09
393,2021-04-29,-0.0573,0.0163,384.0,386.3454,0.043,691.0,34958.0,2566387.0,55.08
394,2021-04-30,-0.0107,-0.026,381.0,353.0145,0.043,696.857,34747.0,2511073.0,55.06
395,2021-05-01,-0.1103,-0.084,273.0,332.6873,0.043,696.714,34220.0,2461112.0,55.05
396,2021-05-02,-0.1712,-0.0926,297.0,340.5934,0.042,698.714,33735.0,2444923.0,55.05
397,2021-05-03,-0.0506,-0.0729,341.0,373.591,0.042,699.429,33514.0,2383770.0,55.03
398,2021-05-04,0.0623,-0.0298,434.0,421.5738,0.041,729.143,32998.0,2327070.0,55.02
399,2021-05-05,0.0201,0.0116,534.0,448.1823,0.04,704.857,32496.0,2250226.0,55.0
400,2021-05-06,-0.0021,0.0212,493.0,429.5143,0.039,692.286,31872.0,2175034.0,54.99
401,2021-05-07,0.0113,-0.0017,412.0,390.4446,0.038,685.714,31194.0,2117586.0,54.97
402,2021-05-08,-0.0399,-0.0242,243.0,339.6023,0.037,670.0,30794.0,2071673.0,54.96
403,2021-05-09,-0.0715,-0.0308,273.0,316.741,0.036,661.429,30187.0,2033958.0,54.17
404,2021-05-10,-0.0088,-0.0016,300.0,323.0161,0.035,649.429,29502.0,1982820.0,54.17
405,2021-05-11,0.1359,0.044,383.0,364.7622,0.035,621.714,28806.0,1918456.0,56.94
406,2021-05-12,0.1091,0.1162,420.0,403.5739,0.034,614.857,28202.0,1841989.0,56.94
407,2021-05-13,0.2251,0.1498,445.0,405.3585,0.033,607.857,27569.0,1806786.0,56.94
408,2021-05-14,0.1196,0.1564,462.0,387.7691,0.032,589.714,26924.0,1798325.0,56.94
409,2021-05-15,0.1628,0.122,294.0,365.0398,0.031,573.286,26272.0,1842756.0,56.94
410,2021-05-16,-0.0305,0.062,306.0,353.7576,0.031,574.143,25800.0,1888216.0,56.94
411,2021-05-17,-0.0062,0.0332,329.0,351.9191,0.03,574.143,25228.0,1919531.0,56.94
412,2021-05-18,0.0361,0.0204,405.0,377.1559,0.03,588.571,24702.0,1923140.0,56.94
413,2021-05-19,0.0853,0.0541,430.0,384.2866,0.029,572.571,24294.0,1933138.0,56.94
414,2021-05-20,0.0977,0.0663,408.0,373.4007,0.029,563.571,23785.0,1896407.0,56.94
415,2021-05-21,0.0319,0.0717,330.0,345.7928,0.028,559.429,23350.0,1840771.0,56.94
416,2021-05-22,0.076,0.0612,283.0,312.4646,0.027,554.286,23040.0,1783880.0,56.94
417,2021-05-23,0.0433,0.0233,282.0,298.0069,0.027,545.143,22858.0,1744475.0,56.02
418,2021-05-24,-0.0789,0.0236,269.0,311.2113,0.027,550.714,22662.0,1672736.0,56.02
419,2021-05-25,0.0776,0.0275,338.0,329.2366,0.026,530.429,22320.0,1581688.0,56.02
420,2021-05-26,0.0843,0.0295,395.0,346.9089,0.025,577.714,21811.0,1488243.0,56.02
421,2021-05-27,0.0057,0.0649,359.0,339.913,0.025,672.857,21585.0,1392082.0,56.02
422,2021-05-28,0.1033,0.0837,361.0,320.1053,0.024,663.143,21110.0,1287242.0,56.02
423,2021-05-29,0.1582,0.0629,228.0,267.6289,0.024,640.286,20479.0,1189241.0,56.02
424,2021-05-30,-0.0541,0.0533,257.0,239.7758,0.023,632.143,19929.0,1150168.0,56.02
425,2021-05-31,0.0063,0.0455,128.0,233.1848,0.023,595.0,19312.0,989575.0,56.02
426,2021-06-01,0.1109,0.0468,243.0,258.668,0.023,595.429,18348.0,966420.0,56.02
427,2021-06-02,0.1171,0.0934,330.0,283.6402,0.022,534.857,17944.0,921402.0,56.02
428,2021-06-03,0.1277,0.1227,350.0,299.3108,0.021,432.143,17407.0,906938.0,56.02
429,2021-06-04,0.1354,0.1141,351.0,292.9995,0.02,429.714,17004.0,917518.0,56.02
430,2021-06-05,0.0663,0.0848,195.0,261.6485,0.02,466.286,16684.0,961485.0,56.02
431,2021-06-06,0.0009,0.0526,232.0,240.3661,0.019,469.429,16356.0,980400.0,56.02
432,2021-06-07,0.0187,0.0434,186.0,238.2849,0.019,487.857,16073.0,1105150.0,56.02
433,2021-06-08,0.1069,0.0484,258.0,261.4182,0.018,440.286,16128.0,1090774.0,56.02
434,2021-06-09,0.0588,0.0676,331.0,279.7668,0.018,428.0,15698.0,1097617.0,56.02
435,2021-06-10,0.0773,0.0749,302.0,278.5714,0.018,395.429,15412.0,1086580.0,56.02
436,2021-06-11,0.0603,0.0495,309.0,265.8542,0.018,396.714,15195.0,1062037.0,56.02
437,2021-06-12,-0.0095,0.0153,172.0,240.545,0.018,351.571,14948.0,1036496.0,56.02
438,2021-06-13,-0.0725,-0.0399,215.0,232.2893,0.018,343.286,14824.0,1018924.0,56.02
439,2021-06-14,-0.1372,-0.0605,214.0,227.4254,0.017,326.0,14716.0,996326.0,58.95
440,2021-06-15,0.0023,-0.0476,270.0,248.9285,0.017,328.0,14392.0,968100.0,58.94
441,2021-06-16,0.0283,-0.0313,264.0,256.1573,0.017,314.857,14229.0,936238.0,58.93
442,2021-06-17,-0.0452,0.0038,280.0,246.2428,0.017,300.0,13967.0,896619.0,58.92
443,2021-06-18,0.0368,0.0038,244.0,227.1878,0.018,310.571,13736.0,852159.0,58.91
444,2021-06-19,0.0,-0.04,162.0,215.2581,0.018,296.571,13550.0,806496.0,58.91
445,2021-06-20,-0.1847,-0.0624,184.0,213.1432,0.018,291.857,13336.0,789729.0,58.9
446,2021-06-21,-0.0847,-0.093,220.0,221.9104,0.018,301.857,13180.0,739246.0,58.9
447,2021-06-22,-0.0788,-0.106,271.0,246.5417,0.019,304.857,13203.0,707184.0,58.89
448,2021-06-23,-0.0898,-0.0925,271.0,248.6914,0.019,305.286,13120.0,677170.0,58.88
449,2021-06-24,-0.1215,-0.1041,281.0,239.0823,0.019,311.286,13155.0,649171.0,58.88
450,2021-06-25,-0.1253,-0.109,185.0,222.723,0.02,301.0,13092.0,626776.0,58.87
451,2021-06-26,-0.0911,-0.1271,181.0,205.509,0.02,299.714,13203.0,615974.0,58.86
452,2021-06-27,-0.1815,-0.123,202.0,197.3371,0.021,299.143,13372.0,614651.0,58.86
453,2021-06-28,-0.0868,-0.112,189.0,214.7214,0.021,284.857,13528.0,613532.0,58.85
454,2021-06-29,-0.0762,-0.1034,233.0,228.6262,0.022,282.714,13596.0,595293.0,58.85
455,2021-06-30,-0.0817,-0.0891,274.0,234.2503,0.024,270.429,13767.0,580420.0,58.84
456,2021-07-01,-0.1173,-0.0772,243.0,225.1141,0.025,262.143,13876.0,567712.0,58.84
457,2021-07-02,-0.0211,-0.1029,221.0,207.04,0.026,248.857,14294.0,546732.0,58.83
458,2021-07-03,-0.2108,-0.1021,142.0,176.58,0.027,237.714,14458.0,526389.0,58.83
459,2021-07-04,-0.0514,-0.0858,157.0,164.7153,0.028,232.714,14577.0,495267.0,58.83
460,2021-07-05,-0.0344,-0.1035,124.0,175.5896,0.029,227.286,14757.0,472658.0,58.82
461,2021-07-06,-0.1518,-0.1218,193.0,203.2213,0.031,223.857,14980.0,466244.0,58.82
462,2021-07-07,-0.266,-0.161,275.0,234.6197,0.033,227.571,15499.0,457380.0,58.81
463,2021-07-08,-0.1644,-0.2023,271.0,246.6158,0.035,223.0,16109.0,450962.0,46.77
464,2021-07-09,-0.2196,-0.1719,301.0,246.6772,0.037,226.857,16539.0,452508.0,46.77
465,2021-07-10,-0.026,-0.1564,172.0,234.0659,0.039,226.143,17226.0,458672.0,46.76
466,2021-07-11,-0.2347,-0.1661,210.0,236.8458,0.041,237.714,17910.0,482463.0,46.76
467,2021-07-12,-0.2044,-0.1922,224.0,250.5312,0.043,254.0,18721.0,500187.0,46.76
468,2021-07-13,-0.2883,-0.2344,298.0,288.3299,0.045,261.429,19729.0,492027.0,46.75
469,2021-07-14,-0.2035,-0.2676,354.0,319.5466,0.048,261.714,20339.0,486442.0,46.75
470,2021-07-15,-0.3865,-0.2921,353.0,317.5533,0.051,276.714,21142.0,482798.0,46.74
471,2021-07-16,-0.2886,-0.305,358.0,300.0485,0.054,275.429,22095.0,481486.0,46.74
472,2021-07-17,-0.3227,-0.3412,202.0,283.0515,0.056,274.571,23083.0,481366.0,46.74
473,2021-07-18,-0.3871,-0.3458,227.0,292.9805,0.058,270.857,24072.0,483813.0,46.73
474,2021-07-19,-0.3795,-0.3664,292.0,324.6547,0.061,265.571,25216.0,490389.0,46.73
475,2021-07-20,-0.3669,-0.3565,419.0,387.1384,0.064,256.0,26614.0,501105.0,46.73
476,2021-07-21,-0.2829,-0.3441,492.0,436.4872,0.068,261.0,28103.0,515212.0,46.72
477,2021-07-22,-0.358,-0.317,496.0,440.4199,0.071,251.286,29859.0,530576.0,46.72
478,2021-07-23,-0.2581,-0.3221,462.0,420.8126,0.074,265.286,31504.0,548243.0,46.71
479,2021-07-24,-0.3975,-0.3388,306.0,392.8501,0.077,274.429,33292.0,557309.0,46.71
480,2021-07-25,-0.3478,-0.3431,345.0,408.7977,0.079,275.429,35063.0,561002.0,46.71
481,2021-07-26,-0.3521,-0.3382,373.0,461.7291,0.083,282.857,36942.0,571865.0,46.7
482,2021-07-27,-0.2487,-0.3042,599.0,538.4208,0.086,306.857,39034.0,586066.0,46.7
483,2021-07-28,-0.2703,-0.2888,704.0,595.5191,0.09,309.714,41323.0,598905.0,46.7
484,2021-07-29,-0.3007,-0.2806,656.0,596.9824,0.093,314.0,43268.0,609286.0,46.69
485,2021-07-30,-0.2998,-0.2912,607.0,545.923,0.096,361.714,45866.0,622342.0,46.69
486,2021-07-31,-0.2891,-0.2944,383.0,486.3566,0.098,367.286,48326.0,629963.0,46.68
487,2021-08-01,-0.2883,-0.2966,374.0,466.8219,0.1,385.857,50362.0,640619.0,46.68
488,2021-08-02,-0.3138,-0.2914,436.0,499.531,0.101,399.143,52402.0,651728.0,46.68
489,2021-08-03,-0.2692,-0.288,578.0,587.7338,0.102,417.429,54983.0,660550.0,46.67
490,2021-08-04,-0.2787,-0.2792,751.0,657.178,0.103,440.714,57410.0,668843.0,46.67
491,2021-08-05,-0.2581,-0.2662,800.0,657.3373,0.103,470.286,60023.0,679218.0,46.66
492,2021-08-06,-0.2577,-0.2632,686.0,622.0865,0.103,505.571,62255.0,689625.0,46.66
493,2021-08-07,-0.2614,-0.2652,414.0,551.3373,0.103,518.571,64402.0,695731.0,46.66
494,2021-08-08,-0.2866,-0.2849,449.0,512.3147,0.103,504.714,66805.0,698180.0,46.65
495,2021-08-09,-0.3401,-0.2952,436.0,519.4799,0.104,529.286,69040.0,707252.0,46.65
496,2021-08-10,-0.2822,-0.3022,624.0,589.1956,0.105,564.714,71163.0,712760.0,49.42
497,2021-08-11,-0.2948,-0.2931,689.0,632.1698,0.105,601.714,73369.0,711644.0,49.41
498,2021-08-12,-0.2577,-0.2775,749.0,617.5493,0.106,674.0,75529.0,713360.0,49.41
499,2021-08-13,-0.2757,-0.2847,629.0,572.3282,0.105,663.571,77285.0,718911.0,52.05
500,2021-08-14,-0.321,-0.3012,349.0,513.7105,0.105,664.143,78839.0,728454.0,52.04
501,2021-08-15,-0.3521,-0.3169,440.0,481.9828,0.105,675.714,79722.0,735503.0,52.04
502,2021-08-16,-0.3079,-0.31,435.0,518.0126,0.105,750.714,80748.0,748122.0,53.78
503,2021-08-17,-0.2479,-0.288,600.0,596.9364,0.104,777.571,82017.0,765950.0,53.76
504,2021-08-18,-0.2497,-0.2673,786.0,638.6142,0.104,834.714,83154.0,792430.0,53.75
505,2021-08-19,-0.2742,-0.2519,718.0,626.18,0.103,942.429,83961.0,812718.0,53.73
506,2021-08-20,-0.2302,-0.2575,610.0,576.4439,0.103,1000.0,84653.0,835695.0,53.71
507,2021-08-21,-0.2791,-0.2627,368.0,508.3205,0.104,1043.429,85375.0,841724.0,53.69
508,2021-08-22,-0.2718,-0.2405,404.0,499.2871,0.104,1043.429,86340.0,840508.0,53.69
509,2021-08-23,-0.1612,-0.1978,477.0,542.6161,0.104,1085.714,86820.0,847580.0,53.67
510,2021-08-24,-0.0683,-0.1607,689.0,610.2108,0.103,1144.286,87107.0,851271.0,56.62
511,2021-08-25,-0.1677,-0.1553,790.0,658.2454,0.103,1194.571,87020.0,853076.0,56.61
512,2021-08-26,-0.2452,-0.1879,663.0,636.1968,0.102,1256.429,87286.0,859364.0,56.59
513,2021-08-27,-0.2597,-0.2507,633.0,579.5579,0.101,1296.143,87424.0,868300.0,56.58
514,2021-08-28,-0.3294,-0.298,372.0,500.7162,0.099,1307.0,87269.0,874783.0,56.57
515,2021-08-29,-0.3596,-0.3149,449.0,460.3826,0.098,1322.857,86862.0,880413.0,56.56
516,2021-08-30,-0.294,-0.3328,404.0,461.68,0.097,1376.571,86634.0,881970.0,56.55
517,2021-08-31,-0.3516,-0.3326,473.0,496.7105,0.097,1378.714,86478.0,879935.0,56.54
518,2021-09-01,-0.3307,-0.3199,625.0,516.397,0.095,1448.857,86814.0,876587.0,52.49
519,2021-09-02,-0.2913,-0.3165,532.0,502.3788,0.094,1562.286,86581.0,863015.0,52.48
520,2021-09-03,-0.2953,-0.3117,526.0,469.7039,0.094,1590.714,85836.0,844483.0,52.47
521,2021-09-04,-0.34,-0.3303,322.0,373.709,0.094,1591.0,85685.0,822764.0,52.47
522,2021-09-05,-0.4016,-0.334,345.0,330.8438,0.094,1605.286,85521.0,813571.0,52.47
523,2021-09-06,-0.2782,-0.3437,134.0,325.6462,0.093,1447.571,85139.0,705502.0,52.46
524,2021-09-07,-0.3571,-0.334,361.0,381.6298,0.094,1540.143,83639.0,701700.0,52.45
525,2021-09-08,-0.3081,-0.295,504.0,440.5641,0.093,1579.0,83015.0,687780.0,52.45
526,2021-09-09,-0.2153,-0.2853,592.0,470.8945,0.092,1609.857,82454.0,681190.0,52.44
527,2021-09-10,-0.2739,-0.2643,583.0,455.3512,0.09,1684.286,82184.0,680461.0,52.43
528,2021-09-11,-0.271,-0.2472,258.0,421.0569,0.089,1711.571,81287.0,686123.0,52.42
529,2021-09-12,-0.2143,-0.2575,319.0,397.15,0.088,1705.0,80339.0,684060.0,52.42
530,2021-09-13,-0.2795,-0.2679,383.0,400.7844,0.087,1926.286,79448.0,770755.0,52.41
531,2021-09-14,-0.3188,-0.2707,490.0,454.4922,0.084,1902.571,79204.0,748007.0,52.4
532,2021-09-15,-0.2543,-0.2745,557.0,491.2686,0.083,1962.0,77622.0,736330.0,52.4
533,2021-09-16,-0.2386,-0.2545,509.0,466.1796,0.081,1999.857,76225.0,723933.0,52.39
534,2021-09-17,-0.2109,-0.2275,498.0,432.765,0.08,1998.857,74764.0,705272.0,52.38
535,2021-09-18,-0.2077,-0.2277,244.0,384.2644,0.079,2022.286,73422.0,694163.0,52.37
536,2021-09-19,-0.2641,-0.2304,360.0,366.2977,0.078,2025.429,72066.0,688083.0,52.37
537,2021-09-20,-0.236,-0.2136,329.0,366.266,0.077,2046.857,70593.0,676142.0,52.36
538,2021-09-21,-0.1262,-0.2046,431.0,420.9937,0.075,2121.429,69232.0,665774.0,52.36
539,2021-09-22,-0.2054,-0.176,466.0,448.2425,0.073,2115.286,68007.0,651680.0,52.35
540,2021-09-23,-0.1421,-0.1706,525.0,443.246,0.071,2088.857,66414.0,639371.0,52.34
541,2021-09-24,-0.207,-0.1737,475.0,416.7872,0.07,2093.429,65038.0,650639.0,52.34
542,2021-09-25,-0.14,-0.1766,289.0,376.4965,0.069,2071.571,63577.0,671917.0,52.33
543,2021-09-26,-0.2192,-0.1718,318.0,351.0857,0.068,2098.286,62287.0,686115.0,52.33
544,2021-09-27,-0.1164,-0.1481,290.0,349.7991,0.067,2091.286,60982.0,733180.0,52.32
545,2021-09-28,-0.1057,-0.1388,414.0,383.6157,0.067,2100.857,59734.0,798047.0,52.32
546,2021-09-29,-0.1296,-0.124,447.0,402.8083,0.066,2093.571,58285.0,865751.0,52.31
547,2021-09-30,-0.1478,-0.127,447.0,389.5418,0.065,2024.857,56959.0,935670.0,52.31
548,2021-10-01,-0.1183,-0.1126,395.0,357.8466,0.064,1974.429,55838.0,985579.0,52.3
549,2021-10-02,-0.0432,-0.128,219.0,313.4769,0.064,1974.143,54719.0,979662.0,52.29
550,2021-10-03,-0.2294,-0.134,281.0,289.789,0.063,1967.286,53735.0,973594.0,52.29
551,2021-10-04,-0.1436,-0.1448,240.0,289.756,0.062,1920.286,52896.0,967461.0,52.29
552,2021-10-05,-0.1394,-0.1601,338.0,321.8046,0.061,1831.0,51911.0,950986.0,52.28
553,2021-10-06,-0.1386,-0.1345,376.0,340.7027,0.06,1833.571,51325.0,935689.0,52.28
554,2021-10-07,-0.1138,-0.1377,375.0,328.9275,0.059,1783.143,50749.0,916970.0,52.27
555,2021-10-08,-0.1655,-0.1378,360.0,302.8434,0.059,1736.286,50012.0,892234.0,52.26
556,2021-10-09,-0.1323,-0.1624,170.0,268.4288,0.058,1679.0,49558.0,878677.0,52.26
557,2021-10-10,-0.2456,-0.1763,230.0,257.2058,0.058,1672.0,49131.0,871223.0,52.26
558,2021-10-11,-0.1544,-0.1932,222.0,257.9225,0.058,1565.0,48605.0,852302.0,52.26
559,2021-10-12,-0.2368,-0.2064,333.0,296.3314,0.058,1622.571,47947.0,839729.0,52.25
560,2021-10-13,-0.1949,-0.1702,335.0,316.9997,0.057,1697.571,47118.0,822051.0,52.25
561,2021-10-14,-0.0688,-0.1342,359.0,309.416,0.056,1657.143,46285.0,804706.0,52.24
562,2021-10-15,-0.0378,-0.1155,321.0,283.2779,0.055,1659.571,45764.0,789794.0,52.24
563,2021-10-16,-0.1959,-0.1122,180.0,257.2123,0.054,1680.571,45118.0,783549.0,52.23
564,2021-10-17,-0.1437,-0.1348,217.0,252.9185,0.053,1678.571,44459.0,777103.0,52.23
565,2021-10-18,-0.1418,-0.1458,224.0,270.2583,0.052,1762.286,43837.0,774179.0,52.23
566,2021-10-19,-0.1036,-0.1172,350.0,310.4137,0.051,1715.286,43019.0,759052.0,52.22
567,2021-10-20,-0.0767,-0.0942,387.0,337.7234,0.05,1715.857,42169.0,748845.0,52.22
568,2021-10-21,-0.0569,-0.0662,366.0,328.8368,0.05,1691.143,41595.0,741372.0,52.22
569,2021-10-22,-0.0273,-0.0362,342.0,302.1588,0.05,1698.571,40788.0,787695.0,52.21
570,2021-10-23,0.0194,-0.0389,177.0,270.7973,0.05,1695.0,40087.0,835726.0,52.21
571,2021-10-24,-0.1107,-0.0382,240.0,262.8957,0.05,1666.571,39514.0,864722.0,52.21
572,2021-10-25,-0.03,-0.0295,245.0,275.9032,0.05,1623.857,39109.0,963969.0,52.2
573,2021-10-26,0.0267,-0.0242,335.0,315.0282,0.05,1572.429,38501.0,1070130.0,52.2
574,2021-10-27,0.0042,-0.0095,386.0,332.8528,0.05,1411.714,38116.0,1182457.0,52.19
575,2021-10-28,-0.0533,-0.0415,364.0,322.8535,0.05,1388.571,37563.0,1289718.0,52.19
576,2021-10-29,-0.1532,-0.0726,315.0,295.2091,0.05,1368.714,37212.0,1348059.0,52.19
577,2021-10-30,-0.0706,-0.0947,194.0,257.1369,0.05,1343.857,36950.0,1346760.0,52.18
578,2021-10-31,-0.0918,-0.0935,218.0,243.0647,0.05,1340.714,36672.0,1341812.0,52.18
579,2021-11-01,-0.0654,-0.0659,207.0,250.5539,0.05,1310.143,36142.0,1335511.0,52.18
580,2021-11-02,-0.0287,-0.0347,303.0,294.6132,0.051,1264.857,36058.0,1326734.0,52.17
581,2021-11-03,0.0542,0.0022,338.0,338.2235,0.051,1254.143,35888.0,1318876.0,52.17
582,2021-11-04,0.0428,0.0175,413.0,344.4294,0.052,1160.714,35756.0,1323713.0,52.17
583,2021-11-05,-0.0159,0.0116,423.0,326.8528,0.052,1216.286,35650.0,1342646.0,52.16
584,2021-11-06,-0.0358,-0.0243,215.0,303.695,0.053,1231.714,35539.0,1374478.0,52.16
585,2021-11-07,-0.0872,-0.0671,226.0,285.2429,0.053,1227.571,35717.0,1391741.0,52.16
586,2021-11-08,-0.1329,-0.0947,256.0,275.7114,0.053,1221.857,36204.0,1390019.0,49.96
587,2021-11-09,-0.114,-0.1104,339.0,297.6631,0.053,1245.0,36545.0,1410264.0,49.95
588,2021-11-10,-0.0999,-0.1328,345.0,311.4524,0.055,1203.286,36751.0,1440679.0,49.95
589,2021-11-11,-0.1992,-0.1396,311.0,295.4788,0.056,1160.286,37030.0,1434878.0,49.94
590,2021-11-12,-0.1397,-0.1628,293.0,274.6855,0.057,1207.429,37331.0,1445719.0,49.93
591,2021-11-13,-0.2087,-0.1747,177.0,249.1728,0.058,1220.571,37795.0,1465382.0,49.93
592,2021-11-14,-0.1515,-0.1943,254.0,244.8883,0.058,1220.714,38105.0,1468573.0,49.92
593,2021-11-15,-0.2855,-0.197,220.0,255.5994,0.059,1231.0,38431.0,1481217.0,49.92
594,2021-11-16,-0.1301,-0.167,295.0,282.4315,0.06,1212.429,39078.0,1487517.0,51.58
595,2021-11-17,-0.0776,-0.1484,334.0,296.0804,0.06,1208.286,39743.0,1485660.0,51.57
596,2021-11-18,-0.1257,-0.1102,308.0,290.7928,0.061,1270.714,40602.0,1513045.0,51.56
597,2021-11-19,-0.1124,-0.1178,312.0,274.2151,0.061,1173.143,41007.0,1525575.0,51.56
598,2021-11-20,-0.1547,-0.1414,189.0,248.9441,0.061,1155.429,41391.0,1533955.0,51.55
599,2021-11-21,-0.1772,-0.1778,228.0,239.8629,0.062,1158.0,41818.0,1543586.0,51.55
600,2021-11-22,-0.2734,-0.2086,215.0,240.4288,0.063,1153.0,42566.0,1581633.0,51.54
601,2021-11-23,-0.2193,-0.1992,272.0,236.1672,0.064,1158.286,43165.0,1596970.0,51.54
602,2021-11-24,-0.1001,-0.1842,301.0,235.7763,0.066,1162.571,43629.0,1543074.0,51.53
603,2021-11-25,-0.158,-0.2011,148.0,228.8522,0.069,1040.714,43698.0,1290017.0,51.53
604,2021-11-26,-0.3679,-0.237,236.0,216.7971,0.072,843.429,43394.0,1164884.0,51.53
605,2021-11-27,-0.3073,-0.2961,193.0,229.7691,0.074,823.714,44186.0,1115942.0,54.88
606,2021-11-28,-0.3277,-0.3141,218.0,291.0535,0.075,827.857,44801.0,1108049.0,54.87
607,2021-11-29,-0.2516,-0.2901,364.0,342.2951,0.076,923.286,45340.0,1086243.0,54.87
608,2021-11-30,-0.2742,-0.2662,467.0,407.9748,0.077,964.143,45901.0,1106181.0,48.71
609,2021-12-01,-0.2133,-0.2429,464.0,453.8222,0.078,1007.714,46673.0,1219771.0,48.69
610,2021-12-02,-0.2321,-0.2441,510.0,431.6965,0.076,1493.571,47527.0,1527592.0,48.68
611,2021-12-03,-0.269,-0.2257,449.0,392.1814,0.074,1668.286,49644.0,1706317.0,48.66
612,2021-12-04,-0.1743,-0.2503,240.0,350.1247,0.073,1720.0,50493.0,1791274.0,48.64
613,2021-12-05,-0.3422,-0.2616,290.0,315.3906,0.073,1739.286,51297.0,1811345.0,48.63
614,2021-12-06,-0.263,-0.2456,282.0,308.7897,0.073,1669.429,51847.0,1835201.0,48.62
615,2021-12-07,-0.1705,-0.2425,342.0,333.3659,0.072,1651.143,52788.0,1832617.0,48.61
616,2021-12-08,-0.2089,-0.2039,394.0,350.2504,0.071,1625.429,53647.0,1796686.0,48.6
617,2021-12-09,-0.181,-0.206,355.0,336.009,0.071,1292.0,54693.0,1761591.0,48.59
618,2021-12-10,-0.2697,-0.2333,368.0,320.2725,0.071,1312.143,55244.0,1713257.0,48.57
619,2021-12-11,-0.2782,-0.2543,200.0,296.3061,0.071,1301.429,55620.0,1680534.0,48.56
620,2021-12-12,-0.2771,-0.2765,288.0,306.0223,0.071,1295.429,56020.0,1666196.0,48.55
621,2021-12-13,-0.2804,-0.2801,283.0,347.6115,0.071,1290.429,55868.0,1635161.0,48.54
622,2021-12-14,-0.2854,-0.2773,419.0,404.6136,0.073,1290.429,55601.0,1607078.0,48.53
623,2021-12-15,-0.263,-0.2737,562.0,454.3203,0.076,1349.429,55442.0,1577301.0,48.52
624,2021-12-16,-0.2656,-0.2765,461.0,469.5403,0.08,1309.0,55277.0,1543349.0,48.52
625,2021-12-17,-0.299,-0.2938,525.0,448.8614,0.085,1324.857,55249.0,1518232.0,48.51
626,2021-12-18,-0.3542,-0.3248,356.0,410.1778,0.089,1332.714,55246.0,1498553.0,48.5
627,2021-12-19,-0.3795,-0.3416,336.0,431.771,0.092,1325.571,55367.0,1499769.0,48.5
628,2021-12-20,-0.3194,-0.3535,379.0,469.7225,0.099,1348.143,55960.0,1531674.0,48.49
629,2021-12-21,-0.3632,-0.3232,610.0,538.6177,0.11,1404.857,56671.0,1567979.0,48.48
630,2021-12-22,-0.2205,-0.2803,689.0,550.8848,0.122,1683.286,57800.0,1588441.0,48.47
631,2021-12-23,-0.2115,-0.2751,663.0,505.0383,0.135,1703.143,59277.0,1555245.0,48.47
